"anem_table_id","sample_id","size","anem_id","old_anem_id"
4222,"APCL12_224",9.2,NA,NA
4223,"APCL12_228",9.3,NA,NA
4225,"APCL12_226",6.4,NA,NA
4227,"APCL12_227",7.7,NA,NA
4238,"APCL12_232",9.8,NA,NA
4242,"APCL12_235",3.8,NA,NA
4251,"APCL12_236",3.5,NA,NA
4252,"APCL12_237",4.2,NA,NA
4253,"APCL12_238",8.6,NA,NA
4254,"APCL12_239",9.8,NA,NA
4257,"APCL12_240",8.9,3,NA
4261,"APCL12_241",11.2,4,NA
4265,"APCL12_242",8,8,NA
4268,"APCL12_245",8.9,10,NA
4275,"APCL12_248",4.5,NA,NA
4279,"APCL12_250",4.6,NA,NA
4280,"APCL12_251",6.7,NA,NA
4293,"APCL12_252",8.7,NA,NA
4319,"APCL12_254",10.3,NA,NA
4334,"APCL12_255",8.1,NA,NA
4351,"APCL12_257",6.2,NA,NA
4366,"APCL12_260",8.1,NA,NA
4388,"APCL12_262",10.7,NA,NA
4392,"APCL12_261",6.8,NA,NA
4393,"APCL12_264",9.5,NA,NA
4394,"APCL12_266",3.8,NA,NA
4395,"APCL12_267",7,NA,NA
4396,"APCL12_268",9.1,NA,NA
4397,"APCL12_269",8.8,NA,NA
4407,"APCL12_270",9.3,NA,NA
4408,"APCL12_271",8.5,NA,NA
4422,"APCL12_272",9.1,NA,NA
4426,"APCL12_274",6.2,NA,NA
4444,"APCL12_276",4.5,NA,NA
4453,"APCL12_280",7.3,NA,NA
4455,"APCL12_278",8.8,NA,NA
4467,"APCL12_281",8.5,NA,NA
4469,"APCL12_282",5.1,NA,NA
4484,"APCL12_283",5.7,NA,NA
4485,"APCL12_284",6.4,NA,NA
4495,"APCL12_286",5,NA,NA
3863,"APCL12_015",11.4,NA,NA
3865,"APCL12_001",8.9,NA,NA
3867,"APCL12_009",8.8,NA,NA
3874,"APCL12_002",8.9,NA,NA
3877,"APCL12_010",8.4,NA,NA
3878,"APCL12_005",9.1,NA,NA
3883,"APCL12_023",5.2,NA,NA
3884,"APCL12_030",10.4,NA,NA
3886,"APCL12_024",10.2,NA,NA
3889,"APCL12_031",4.1,NA,NA
3890,"APCL12_033",7.7,NA,NA
3892,"APCL12_036",9.5,NA,NA
3894,"APCL12_039",5.7,NA,NA
3895,"APCL12_041",10.2,NA,NA
3896,"APCL12_043",10,NA,NA
3897,"APCL12_046",7.7,NA,NA
3898,"APCL12_048",9.3,NA,NA
3900,"APCL12_051",11,NA,NA
3901,"APCL12_053",10.1,NA,NA
3915,"APCL12_063",3.4,NA,NA
3925,"APCL12_059",9.2,NA,NA
3931,"APCL12_070",8.8,NA,NA
3933,"APCL12_071",9.8,NA,NA
3936,"APCL12_066",10.2,NA,NA
3942,"APCL12_065",5.3,NA,NA
3947,"APCL12_073",8.4,NA,NA
3973,"APCL12_084",6.9,NA,NA
3975,"APCL12_089",9,NA,NA
3977,"APCL12_081",10.3,NA,NA
3982,"APCL12_093",9.7,NA,NA
3984,"APCL12_093",8.6,NA,NA
4000,"APCL12_098",10.3,NA,NA
4010,"APCL12_099",9.4,NA,NA
4033,"APCL12_102",5.5,NA,NA
4039,"APCL12_103",4.5,NA,NA
4070,"APCL12_113",6.2,NA,NA
4073,"APCL12_101",7.4,NA,NA
4084,"APCL12_122",5.3,NA,NA
4116,"APCL12_127",6.3,NA,NA
4128,"APCL12_131",7.2,NA,NA
4130,"APCL12_133",8.3,NA,NA
4135,"APCL12_136",4.6,NA,NA
4136,"APCL12_139",9.8,NA,NA
4137,"APCL12_141",8.5,NA,NA
4139,"APCL12_143",4.6,NA,NA
4141,"APCL12_145",9.1,NA,NA
4142,"APCL12_148",9.6,NA,NA
4143,"APCL12_152",4.6,NA,NA
4148,"APCL12_162",4.2,NA,NA
4149,"APCL12_156",9.4,NA,NA
4152,"APCL12_171",9.9,NA,NA
4164,"APCL12_175",6.5,NA,NA
4171,"APCL12_178",3.5,NA,NA
4177,"APCL12_182",5.3,NA,NA
4178,"APCL12_184",7.7,NA,NA
4183,"APCL12_186",7.3,NA,NA
4188,"APCL12_190",7.7,NA,NA
4192,"APCL12_194",8,NA,NA
4196,"APCL12_198",7.4,NA,NA
4198,"APCL12_201",8,NA,NA
4209,"APCL12_208",6.3,NA,NA
4210,"APCL12_210",7.5,NA,NA
4216,"APCL12_216",6.3,NA,NA
4219,"APCL12_219",3.2,NA,NA
4220,"APCL12_220",7.4,NA,NA
4221,"APCL12_223",5.6,NA,NA
4233,"APCL12_229",4.8,NA,NA
4234,"APCL12_231",9.3,NA,NA
4238,"APCL12_233",9.6,NA,NA
4239,"APCL12_234",5.3,NA,NA
4265,"APCL12_243",10.3,8,NA
4266,"APCL12_244",8.5,9,NA
4268,"APCL12_246",7.9,10,NA
4275,"APCL12_249",6.6,NA,NA
4293,"APCL12_253",9.8,NA,NA
4334,"APCL12_256",5.1,NA,NA
4351,"APCL12_258",4.2,NA,NA
4388,"APCL12_263",8.7,NA,NA
4393,"APCL12_265",9.2,NA,NA
4422,"APCL12_273",8.1,NA,NA
4444,"APCL12_277",7.9,NA,NA
4455,"APCL12_279",9.5,NA,NA
4485,"APCL12_285",9.5,NA,NA
3865,"APCL12_017",9.8,NA,NA
3867,"APCL12_019",3.1,NA,NA
3877,"APCL12_016",9.7,NA,NA
3883,"APCL12_029",10.4,NA,NA
3896,"APCL12_044",8.3,NA,NA
3897,"APCL12_047",9.2,NA,NA
3925,"APCL12_055",4.8,NA,NA
3933,"APCL12_073",6.1,NA,NA
3936,"APCL12_076",2.9,NA,NA
3942,"APCL12_068",3,NA,NA
3947,"APCL12_067",3.8,NA,NA
3951,"APCL12_074",11.8,NA,NA
3982,"APCL12_096",7.4,NA,NA
4000,"APCL12_090",4.1,NA,NA
4130,"APCL12_134",7,NA,NA
4135,"APCL12_137",9,NA,NA
4142,"APCL12_149",3.8,NA,NA
4143,"APCL12_153",9.9,NA,NA
4148,"APCL12_163",7.4,NA,NA
4149,"APCL12_157",8.3,NA,NA
4164,"APCL12_176",8.1,NA,NA
4188,"APCL12_191",9.5,NA,NA
4210,"APCL12_211",8.3,NA,NA
4220,"APCL12_221",5.3,NA,NA
4221,"APCL12_225",9.9,NA,NA
4233,"APCL12_230",8.3,NA,NA
4268,"APCL12_247",9.3,10,NA
4351,"APCL12_259",9.6,NA,NA
4422,"APCL12_275",4.1,NA,NA
3877,"APCL12_008",3.6,NA,NA
4142,"APCL12_150",8.1,NA,NA
4148,"APCL12_164",9.2,NA,NA
4149,"APCL12_158",5.7,NA,NA
4149,"APCL12_159",8.7,NA,NA
4149,"APCL12_160",8.5,NA,NA
